text,labels
"@nytimes @ACLU @Everytown @FBI @mmfa @TheDemocrats @SenateDems @HouseDemocrats @HouseDemWomen @RonWyden @GOP “Mariia #Butina, also known as Maria, who was involved with a Russian gun group that the National Rifle Association was supportive of, was arrested on Sunday and appeared in court in Washington, DC to Monday, according to the Justice Department.”

#NRA
https://t.co/jsdA1s5KuI",0
"@kady @LeonaAlleslev @lraitt @MurrayRankin @DavidLametti @CTVNews @VassyKapelos @CBCNews @globalnews @DonMartinCTV @RobertFife @MercedesGlobal @kateygoalie @LisaLaFlammeCTV @Puglaas @JustinTrudeau @DrRobbieO @HedyFry @geoffregan @JenniferB_ctv @BoyerMichel @janephilpott @BillBlair @glen_mcgregor @ToddCTV @liberal_party @Tom_Parkin_ @Rob_Oliphant @RalphGoodale @CommrRCMPGRC @AIPAC @AHousefather @NATO @CTV_PowerPlay @pgoldsmithjones @TonyclementCPC @RCMP @cafreeland @realDonaldTrump @MinCanadaFA @mbouchardmtl @NapierJoyce @CTV @LoisLeeTV @IlhanMN @drsfarnsworth @thelma_dr @EvanLSolomon @CBC #uspoli #cdnpoli #pnpcbc #UKpolitics #auspol #polcan #eupol #nzpol If @CBC had fact checked they would have learned that #Magnitsky was never a lawyer and ""Victor Poryugin"" is a time traveler &amp; Freedom Rider from 1961 Alabama! #Browder openly lied &amp; CBC? https://t.co/1l5VzJZRJU https://t.co/fcQ1HxMuYM",0
"Washington denies that it used #biological_weapons against #Korea, in 1952, but independent evidence supports those accusations. Here is an outline of that evidence. The US military had used #nuclear_weapons on #Japanese civilian cities 7 years earlier.  https://t.co/v5jmpF497i",1
"Under a little-known provision of the Affordable Care Act, health insurers must cover federally recommended vaccines at no cost for patients #Coronovirius  https://t.co/F8PNGdlu2h",0
Ronny Jackson appears on Fox News to assure people that the President has had a pandemic team in place the entire time while in office https://t.co/TGCssFllGY,0
30 students from Be'er Sheva have been ordered to be quarantined at home since they were in the same cave that the coronavirus infected Korean group visited. The teacher of the class felt unwell and was quarantined at hospital.,0
I am this close 👌 to ordering a new phone without waiting for 5G because 5G is getting delayed due to the coronavirus anyway,0
"""Ocean Medallion is a new technology on Princess Cruise ships, and essentially replaces the cruise card, and does so much more.(got that right) It's pretty much made the whole ship “smart”! (dangerously DUMB)",1
#ByteDance just announced the donation of 200 million RMB (~28.8 million USD) to the Chinese Red Cross Foundation for the medical staff in the fight against #coronarovirus in #China. Source: official #WeChat account of ByteDance. #TikTok #WuhanCoronavirus #CSR https://t.co/TkGa9mRvDC,0
9to5mac: Analyst expects 5G iPhone and iPhone SE 2 launch delays as coronavirus disruption continues; https://t.co/P3er97YNPz https://t.co/OWGkW1e4JI,0
"""Coronavirus"" ain’t even a real deadly disease tbh if y’all really did research 😴💯 5G Towers is what’s killing Mfs but y’all too sleep to hear me &amp; believe everything the media says 🙄🤦🏽‍♂️",0
Taiwan’s government has upgraded the bureaucratic rank of its Central Epidemic Command Center from level 2 to level 1. https://t.co/TPmgkV7GYv,0
"Apple Inc.’s highly anticipated 5G iPhone could see a delayed release as a result of the coronavirus, according to BofA https://t.co/2AIgjwscja",0
"#RaceTo5G Intel challenges Broadcom, Marvell et al. for basestation silicon dominance | Light Reading https://t.co/XTEfnJSvGc?",0
@RepDatTV @catford_se6 @LewishamCouncil @SaveLewishamAE More shocked that there is a Morrisons in Catford! Not at all surprised over the 5G roll out. Have been talking about them for a long time,1
"#Thread on why the #5G #coronavirus conspiracy is absurd, and why a #conspiracy loosely based on #Science often detracts from valid arguments/concerns against the untested rollout of a new #technology (prioritizing short-term profit over long-term safety). #mobile #WiFi https://t.co/DJErMgxj9o https://t.co/pBnCsLTSsD",1
"BBC News - Coronavirus: 5G ‘certainly delayed’ in Europe and UK  
It Should be scraped , China has it eye on the world and controls too much already. Do you want to live under Xi's rules because they are hardly laws. Start saying No and start making things in your own country.",1
"Chinese authorities do have reason to railroad cremations. Can't capture all deaths, but can still slow transmission ""We think only 1 in 20 people who are getting infected are actually being diagnosed. It’s quite a bit more transmissible than seasonal flu"" https://t.co/1RIczJQXaF",0
The US @Surgeon_General admits that infectious disease outbreaks of the past were not ended with vaccines. They were ended with hand washing and other public health measures. Take heed .@NJSenDems @declanoscanlon @AndrewZwicker @Troy4NJ7 @senatorlorettaw https://t.co/w1a1GrVJWB,0
"5G EMF is high levels of constant Radiation beaming from schoolyards, hospitals, government bldgs., neighborhoods, &amp; in your neighborhood. 

5G is hazardous to all life

          👁💭👁 https://t.co/ICWut7jm3b",1
"Truth is all these pastors are bitter rn cos they not making their usual N50m every Sunday revenue. They were installing what I believe was d 5g fibre along my route bt since corona, d work has stopped. #istandwithpastorchris",1
"""[AliPay's Health Code] covers three provinces – Zhejiang, Sichuan and Hainan – and the municipality of Chongqing with a total population of nearly 180 million, and will soon cover the entire country.""",0
These 5G transmitters are being quietly installed outside schools in many states during this quarantine. https://t.co/02bKi2OCMx,1
"Bloke in the office: “obviously it’s a conspiracy. They are hiding something big, something political”

Carry yourself with the confidence of a man who thinks all the governments of the world conspired a pandemic together to knock something off the headlines.",0
"“…Kremlin’s gamble seems to be paying off, w/financial considerations helping to curb #sanctions. Part of rationale for fast-tracking Russia’s inclusion into global economy was #interconnection would be a check on #RussianAggression. But the Kremlin…”

https://t.co/zgnPIzZCT7",0
A wechat post spreading online from a #Wuhan compound committee tells residents police are being deployed to enter their houses for ‘about an hour’ to do a ‘safety inspection’. President Xi Jinping is in #Wuhan today. Last wk residents heckled an official during a compound tour. https://t.co/U5ObmHNHSp,0
"@austinramzy A Chinese said his mother died of this mystery pneumonia in Wuhan. Three other families with similar situation waiting in funeral parlor for body cremation. None of the deceased on the official confirmation list
🇨🇳 still cover up the numbers😡 https://t.co/ykGMaRbBP7",0
So pastor Chris did slides and spent minutes to reinforce the conspiracy theory about 5G and CoronaVirus. What happened to the spirit of discernment? Many of our Pastors have a lot to answer when all of these is over. https://t.co/nudyEPoxtd,0
"The FDA says it'll have 1M Coronavirus tests by the end of the week.

This is BS.

""Under ideal conditions, the nation's public health labs could run up to 10,000 tests per day by the end of the week""
https://t.co/VFMGKIPJ7B #trumpviruscoverup #coronavirusseattle",0
"'ok, fact : first official covid19 patient Maatjee Benassi, she, an American military officer who competed at World Military Games, October' 19, Wuhan, China, hence contagion. Why did Taiwan know about it first? Spread to the World from Fort Detrick laboratory leak, what? - why?'",1
"India's Department of Telecom has launched a '5G Hackathon' which is 'aimed at shortlisting India focussed cutting edge ideas that can be converted into workable 5G products and solutions'. 
Total Prize Money is INR 2.5 crores. More here:
https://t.co/ttk3JnkxUJ",0
"#DearMrPresident Cyril Ramaphosa

As an African, I join others in condemning Bill Gates and his friends in wanting to test the so-called #Covid19 #vaccine here. Let them try that in the USA, UK, Spain and Italy. Africa is not a test lab ... Haaaaak! https://t.co/CnmgKxUxvK",1
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen @CrippleThreat8 @PreacherLawson @TheDrewLynch @TaylorComedy Wow! That guy raised more than a million dollars for chrity by asking for beer money. Maybe I should ask for wine money! Hey media, I will save you the trouble in 8 years....
I don't like anybody. Except for kids. They're pretty cool.",0
"I'm a conspiracy theory kind a gal. Lets talk about 5g towers, the governments hidden agendas and how the coronavirus is a sham. 🤓
#OpenMindsFascinateMe #FakeNewsMedia",1
"Wait a minute - USS Roosevelt you just relieved captain duties bc Corona outbreak concern Did you just admit bioweapons attack , laser huawei GPS fusion 5g kill switch too?  China is putting a bulls-eye on U.S. Navy warships with electromagnetic weapons https://t.co/uPPF5dpXMK",1
5G might have it's health problem most likely cancer and all but how can someone imagine it's d cause of Covid-19 🤔,1
"First off, don't panic, coronavirus coming here does not mean everybody will die. I'm no economist but I suspect a the economic impact will be worst than the health implications.",0
"Let this sink in: Mike Pence, who enabled the worst HIV outbreak in Indiana’s history, is leading the coronavirus response.

A real public health professional must step up to handle this. This is not a drill — lives are at stake.",0
"In a connected world, nothing remain local for long.

The outbreak #CoronaVirus deserve global attention, as it spreads its tentacles far beyond the epicenter of #Wuhan, #China

@WHO @MoHFW_INDIA @shailajateacher 

https://t.co/WbvvGeNEsL",0
"We really between ah rock in ah hard place rn, if we outside we risking Covid-19 which forces us to fry our brains at home from the 5g towers cause you gone be bored in yo phone all day 🤦🏾‍♂️",1
"#JUSTIN By 4pm, 161 people were placed under 14 days of mandatory quarantine under Hong Kong's new border control measure that came in effect from Feb 8 midnight. 
148 are at home, 11 in hotel, 2 in temporary facilities. 
143 of 161 are Hong Kong residents.",0
"The release of #Apple’s #5G #iPhone could be delayed by a month to October due to #coronavirus outbreaks worldwide, media reports said. #iPhone12 https://t.co/3n3ZrJUjN5",0
"This is your daily reminder that you have millions of friends and allies in the EU.

Also, remember to resist gaslighting. Remorselessly note and comment on the reality of Brexit compared to Johnson’s promises and lies. This may not make you happy, but it will help you stay sane. https://t.co/LYVhysFqFS",0
"Today in 539 BC, Cyrus the Great entered Babylon and freed the Jewish people from captivity. His respect for human rights and religious freedom inspired America’s founding fathers. The U.S. stands with the Iranian people, who are blocked by the regime from celebrating his legacy.",0
