text,labels
"""Coronavirus"" ain’t even a real deadly disease tbh if y’all really did research 😴💯 5G Towers is what’s killing Mfs but y’all too sleep to hear me &amp; believe everything the media says 🙄🤦🏽‍♂️",0
"I totally don't know what to think about #Coronavirus any more. On the one hand Italy, Iran 💀💀💀On the other, my eldest in Hong Kong saying: ""We're a month ahead of you. We've been through the bog-roll shortage stage and the panic stage. But the scaremongering is overdone'""",0
"Meanwhile, @CDCgov has escalated their messaging in the US: 

""The data over the last week, and the spread in other countries, has raised our level of concern and our level of expectation we’re going to have community spread here.""

via @B_resnick in CDC briefing",0
@theJeremyVine There is a big connection with Corona virus and 5G. China turned on the worlds first 5G grid right before this outbreak started in the same place!.,1
"BREAKING CORONAVIRUS THREAD: A 36-year-old Omaha woman is ""very seriously ill"" with COVID-19. Epidemiologists are arriving here to trace her movements since ... 1/3",0
"“The epidemic could have been controlled fairly easily three (four) weeks ago had there been more openness, swift action, and no attempted cover-up. But now it’s too late, and this virus is spreading globally.”
#2019-nCoV #Wuhan #coronavirus https://t.co/T41Rt1hnx1",0
"Interesting with the relationship of 5G and the coronavirus:

Corona Virus Fakery And The Link To 5G Testing
https://t.co/tqxLzRZrwr

Please keep in mind:

ISRAEL is Behind Deadly 5G Technology &amp; The Extermination of Planet Earth!
https://t.co/F4k0q0YoOU",1
I thought to examine signal of natural evolution in #nCoV2019 by looking at distribution of mutations in the lineage leading to nCoV and compare this distribution to mutations occurring in other SARS-like bat viruses 1/9,0
"Doctor Liang Wudong at the ENT department of Hubei Xinhua Hospital who had been at the front line fighting against #nCoV2019 in Wuhan, died from the virus on Sat at the age of 62. #RIP https://t.co/kahysasuIB",0
I believe all 7 billion human beings alive today are part of one human family. We are born and die in the same way. And what is most precious in our relations with others is warm-heartedness. It yields the peace of mind and inner strength that are fundamental to a happy community,0
"#BREAKING The World Health Organisation says New Zealand has a second case of corona virus.  

The Ministry of Health is holding a press conference shortly.",0
I really don't understand 5g and coronavirus connection which many conspiracy theorists believe.,1
"A coronavirus prepper list I’ve been added to has QAnon levels of misinformation. “I THINK it’s a real virus, but...” Chinese/WHO bioweapon conspiracies. Mislabeled screengrabs from sci-fi films—“this is Russia RIGHT NOW!” People baffled by Lysol cans.",0
"Is it a coincidence that #5G harms the blood-brain barrier and Wuhan pneumonia causes viral encephalitis? 
#Wuhan #Coronavirus #WuhanCoronavirus #WuhanVirus #wuhan400 #CoronaVirusSeattle #CoronaVirusUpdate #COVID2019 #5gthatworks #5G反対 https://t.co/QZnn4ZoFdX",1
"""Whether the cause of Covid-19 is 5G or Biochemical warfare or the eating of Olugave (Pangolin) by Chinese, it's all due to human greed and recklessness"".
RIP to the fallen 🕯️
☥🔥☥ https://t.co/j3i2r4Gs1p",1
"#Wuhan is interestingly the first place where 5G was used. A coincidence? Do u know all about disadvantages of #5G ?
Chinese biological labs➡ #Agenda21 ➡ #coronarvirus ➡ depopulation main motive
#CoronavirusOutbreak
Beginning of End Game https://t.co/ZH2jO6fPTr",1
4G gives you the cold 5G gives you the virus so according to one mad girl the settings on your phone can save you https://t.co/Pg7ndeff39,0
@realDonaldTrump This covid19 is FAKE WE ALL know it’s MAN MADE Virus ! It’s the 5G Towers that give off 60HZ per sec why is there a 100 thousand in China &amp; people are dropping like flys the United States was warm about this but didn’t do anything . Could this be a cover up!,1
"Today in 539 BC, Cyrus the Great entered Babylon and freed the Jewish people from captivity. His respect for human rights and religious freedom inspired America’s founding fathers. The U.S. stands with the Iranian people, who are blocked by the regime from celebrating his legacy.",0
"There is no hope to contain #COVID19 without surveillance. Bravo to local labs for taking initiative and prioritizing #publichealth.   Tired of delays, U.S. labs ask FDA to develop their own coronavirus tests | Article [AMP] | Reuters https://t.co/VsnJ7DxKvE",0
".@SecAzar provides an update on confirmed coronavirus cases in the United States—and how Americans should prepare to keep risk to their families and communities low. 

MORE: https://t.co/W8gUQ0ajWA https://t.co/iMzFQUntWx",0
"Link to the National Health Commission in China posting about the aerosol transmission. 

https://t.co/orfR4efbhX

The NHC is the CDC equivalent of China. You will need a translator or image translate.",0
"North Korean leader Kim Jong Un: ""In case the infectious disease spreading beyond control finds its way into our country, it will entail serious consequences""",0
"They said the virus could be a global pandemic. What did just get rolled out amongst the plaNet? #5G ! 🆗 now let us connect some dots here...

21st century nanotech has now only begun to show its potential. As nanoparticultes are systemically sprayed into our atmosphere.

#Wuhan https://t.co/pGig2iETvP https://t.co/GM0PtdKPpL",1
"@alx @KamVTV @nedryun 5G Network launched in Wuhan weeks before coronavirus outbreak 

Wuhan was a first to be tested full scale 5G rollout. https://t.co/NECk3pfeCQ",1
An important new study of genomics 🧬 of SARS-Cov-2 (virus that causes #COVID19)... notably the authors point out “strong evidence” that the virus “is not the product of genetic engineering”. (Special thanks to @pathogenomenick for vetting study is legit) https://t.co/alsnrj0UNo https://t.co/ozCUq6qZyV,0
"My attention has been drawn towards a new trend that have been on for some time.

Many people are saying since Excessive Consumption of Alcohol 🍺 is not good for the body, then they would shift to Soft Drinks/Soda 🥤 

Here it today
Here it now

#AskDrE",0
"Lockdown in Italy can only stop virus transmission among cities, but can’t stop community transmission. The latter is the most serious problem in Italy. Italy should put all infected people in the hospital, instead of letting them stay at home.",0
"This is your daily reminder that you have millions of friends and allies in the EU.

Also, remember to express your support for friends and allies regularly. A regular expression of friendship is as  reassuring as a steady heartbeat. Give that as your little gift to the world. https://t.co/T5mIZNTbvg",0
"France and Spain now have essentially closed today. The UK, Oz, Brazil, Switzerland and the US to follow next week, Im sure

If you don't yet get it, this is the biggest economic event of our lifetimes, and it is not clear that its a V-shaped 6 week thing. I very much doubt it.",0
Delhi Government directs immediate closure of all primary schools (Government/ aided/private/MCD/NDMC) till 31/3/2020. https://t.co/DCf8AJCg5f,0
"Smushed banana on toast &gt; sliced banana on toast.

Anyone who says otherwise probably thinks that 5G is just a normal upgraded communications network that spies a bit here and there instead of the CAUSE OF THE CORONAVIRUS WAKE UP SHEEPLE also Elvis faked his own death. https://t.co/Bwy38qwJrd",1
"Per @BEA_News, U.S. exports of business &amp; personal travel to the countries affected by the ban totaled $26.9 billion in 2018. That's 17% of the total.",0
Is there a link between the coronavirus epidemic reported in Wuhan and the fact that Wuhan was a model city to demonstrate 5G wireless technology in China? https://t.co/0Z9JYENQwX,1
"Genetic variants influence your susceptibility to pathogens. These variants allowed your ancestors to survive an outbreak. 

Digging into some of those genetic variants, with examples you can look at in your 23andMe data: 
https://t.co/3eZXubLxXU   

#coronavirus #flu #pandemic https://t.co/5FWqLpTGIs",0
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen @CrippleThreat8 @PreacherLawson @TheDrewLynch @TaylorComedy @neiltyson I mean, if that's what all of the weapon stockpiling is about, then, I wanna change my stance on gun control.
Yeah, just start givin' 'em away for free. Lovin' the double-ended use of the apostrophe in that last sentence. Sweet! Anyways, yeah. Bad people. Free Guns. Comeupins.",0
"Even as telecommuting tools have improved, the stubborn problem of human error persists. 

Just like that mysterious heavy breathing on your group dial-in. 

@SamAugustDean reports:
https://t.co/56yhNw1Zvi",0
"Just watch “because scientists said that no, 5G isn’t causing corona virus” now everyone is gunna believe it because the “scientists” said that 😂😂🤦🏽‍♂️🤦🏽‍♂️ pobrecitos 🥴 https://t.co/9Gcbk5mnWq",1
"The mounting of the 5G pipe is going on in Lagos. While the citizens are indoor. Once they finish it,  they will mount the satellite and turn it on.  People will start falling and die like others country. #COVID19 #5Gnetwork #CoronaVirusInNigeria #5GTOWERS #lagoslockdown https://t.co/9Mpq3Xs4Wc",1
Just did my research and found out that the radiation from 5G wireless network causes COVID19,1
"@PacdWeu sir we need more enlightenment on the new 5g technology and its connection to the spread of covid- 19,the speculations are getting intense",1
"Not wearing of mask in 1918 pandemic was a crime , 50m death was recorded globally, Corona is actually learning but where is the 5G in 1918 ???",1
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen ...friendly manner. I was like, WTHeck!? My friend, Derrick says, ""He's from California. He's probably just happy that you didn't shoot him"". Never forgot that.",0
"Could the ever increasing emergency medical infrastructure still being set up, despite most hospitals &amp; emergency rooms being empty, have something 2 do w/ the reports of #5G antennas going up around the country during a #Plandemic? Maybe preparing for injuries when turned on?",1
"If you believe Corona virus is caused by 5G network, please indicate by a show of hand.

I want to check something. 🤔",1
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen @CrippleThreat8 @PreacherLawson @TheDrewLynch @TaylorComedy Wow! That guy raised more than a million dollars for chrity by asking for beer money. Maybe I should ask for wine money! Hey media, I will save you the trouble in 8 years....
I don't like anybody. Except for kids. They're pretty cool.",0
The crazy that this virus is exposing is just as alarming as the virus.  COVID19 is about 5G internet and lysol wipes are the source of the virus?  People believe this nonsense? Unreal! #COVIDIOT #COVID19Pandemic https://t.co/wpuKRu9LX3,1
